"country","date","text"
"France","12/17/2021"," it's a nonsense political mesure and anticonstitutional one who decided this we have a right to know"
"United Kingdom","12/17/2021"," it's not about great reading for me I think you mistake me for someone who cares I'm just surprised all these antivaxers are using data incorrectly and appraising it incorrectly to their argument if you choose to avoid the vax that's your business just stay safe"
"United Kingdom","12/17/2021","I caught after x vax plus booster two days before catching was not well fors few days but ok now"
"United Kingdom","12/17/2021","i don't care if people decide to get vaccinated or not but those die hard antivax cunts make me cringe"
"United Kingdom","12/17/2021","I don't understand the anticovidat all I hope you are feeling beer soon"
"United Kingdom","12/17/2021","I feel like by playoff time something will have changed either with vax status or protocols"
"United Kingdom","12/17/2021","I have now had my anticovid booster jab"
"United Kingdom","12/17/2021","i know at least people who've tested positive this week all double or triple how is this a pandemic of the vax free "
"United Kingdom","12/17/2021","I know it doesn't make sense this antivaxer shout is getting too divisive as well having a massive mistrust of being told the truth especially by this government is not the same as being antivax "
"Ireland","12/17/2021","i think being provaccine anti lockdown is a perfectly acceptable stance to take at this stage Covid"
"United Kingdom","12/17/2021","i will never take the vax that's my promise"
"United Kingdom","12/17/2021","let me know if you're antivax "
"France","12/17/2021","down with this sort of things"
"Austria","12/17/2021","this virus doesn't follow the orders of the vax church historians will have a lot of fun looking back"
"United Kingdom","12/18/2021","antivax entitled nutters"
"United Kingdom","12/18/2021","i met my first anticovid vaxer this week at my gym he's a his tory teacher in a local school neither he his parents or grandmother have been vaccinated all have caught Covid no argument will sway him he cares nothing about spreading a disease and killing others face with steam from no se pouting face"
"United Kingdom","12/18/2021","i met my first anticovid vaxer this week at my gym he's a his tory teacher in a local school neither he his parents or grandmother have been vaccinated all have caught Covid no argument will sway him he cares nothing about spreading a disease and killing others"
"United Kingdom","12/18/2021","i might genuinely not be able ope if we have another lockdown "
"United Kingdom","12/18/2021"," a real chance for boris to kick sage and wiy into touch and get our country back from the lockdown lefties"
"United Kingdom","12/18/2021"," I have followed all the rules I'm getting the booster this week and I'm happy to wear a mask and produce a vaccine passport where needed however talk of further restrictions is uer bullshit andys correct to say what he's said"
"United Kingdom","12/18/2021"," antivax and anticovid restriction protest on western way just now some um interesting points we're being made bats hit crazy"
"Ireland","12/18/2021"," antivax anti lockdown antimask pro illness and pro death dot snue"
"United Kingdom","12/18/2021"," antivax caigner bailed pending crown court sentencing after admitting criminal damage and bomb hoax"
"United Kingdom","12/18/2021"," antivax covidiots at the london protest get rowdy whilst queuing for their secret herbs and spices recipe kfc bucket for lunch Covid Covid"
"United Kingdom","12/18/2021"," antivax covidiots clogging up westminster again govUK crop spray them with omicron please"
"United Kingdom","12/18/2021"," antivax headcases vs riot police the ultimate I just want to see them fight fight"
"United Kingdom","12/18/2021"," antivax is a big word it means you are against polio vaccination against measles vaccination against yellow fever vaccination "
"United Kingdom","12/18/2021"," antivax is a bull shit made up word to divide idiots buy into it pro nature natural immunity is truth"
"United Kingdom","12/18/2021"," antivax march in glasgow is an actual embarrassment"
"United Kingdom","12/18/2021"," antivax melts ruining the weekend for normal folk arsewipes"
"United Kingdom","12/18/2021"," antivax propaganda are getting blocked"
"United Kingdom","12/18/2021"," antivax protest in cardiff today they we're playing another brick in the wall on a loop it was the album version so at the end you got the teacher screaming wrong do it again"
